3162,"[f6ca09] <passwd=""monitor""> (re)loading /etc/nsswitch.conf"
3290,"[62ae6d] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
3293,"[010abc] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
3302,"[2e2310] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
3303,"[d0d936] <passwd=""train335""> ldap_result() failed: Can't contact LDAP server"
3304,"[34ba38] <passwd=""zjarin""> ldap_result() failed: Can't contact LDAP server"
3443,"[f8d410] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
3453,"[3390fc] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
3465,"[c46a79] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
3476,"[5d3da5] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
3504,"[293246] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
3648,"[684d59] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
3660,"[d7ae66] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
3666,"[b96e37] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
3682,"[db442f] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
3721,[4423be] <group=15312> ldap_result() failed: Can't contact LDAP server
3817,"[c5b33a] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
3827,"[bda128] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
3849,"[8c052f] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
3850,"[ea9387] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
3854,"[facd21] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
3988,"[2243d8] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
3990,"[0d360c] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4000,"[74e9d2] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
4018,"[213f01] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
4189,"[d4965c] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4248,"[aa67e1] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
4252,"[509464] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
4291,"[870ef7] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
4295,"[37de74] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
4336,"[a2ca02] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4500,"[c92de6] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4528,"[33c8eb] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4543,"[d50027] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4560,"[31f66d] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
4758,"[427243] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
4777,"[e53c4b] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
4789,"[6d8474] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4803,"[e5f35e] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4825,"[750c60] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
4884,[4a361b] <group=15312> ldap_result() failed: Can't contact LDAP server
5031,"[15ccb6] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
5036,"[40b75f] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5056,"[6f582e] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
5118,"[3bd5db] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5139,"[447473] <authz=""monitor""> ldap_result() failed: Can't contact LDAP server"
5282,"[106bd7] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5322,"[efef47] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
5366,"[180804] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
5392,"[e30fb0] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5405,[a9b428] <group=15312> ldap_result() failed: Can't contact LDAP server
5539,"[a86bed] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
5541,"[e2a099] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5558,"[f34154] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
5570,"[604ad6] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5601,"[bcd4b4] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
5806,"[a06498] <passwd=""monitor""> ldap_result() failed: Can't contact LDAP server"
5811,"[3cfc90] <group/member=""root""> ldap_result() failed: Can't contact LDAP server"
5823,"[c96bdd] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5838,"[571940] <shadow=""monitor""> ldap_result() failed: Can't contact LDAP server"
5925,"[6b83e5] <group/member=""monitor""> ldap_result() failed: Can't contact LDAP server"
